Here’s the list in lowercase and inline:

date, year, territorial authority, territorial_authority_grouped, region, gmp, venues, gaming machines, dep_very_low (1-2), dep_medium_low (3-4), dep_medium (5-6), dep_medium_high (7-8), dep_high (9-10)
1/03/2016,2016,Auckland Council - Manurewa,Auckland City,Auckland,4148316.89,14,207,0,0,1,6,7
1/03/2016,2016,Auckland Council - Maungakiekie - Tamaki,Auckland City,Auckland,4545611,19,290,0,1,2,11,5
1/03/2016,2016,Auckland Council - Orakei,Auckland City,Auckland,995485.29,6,69,3,2,1,0,0
1/03/2016,2016,Auckland Council - Otara - Papatoetoe,Auckland City,Auckland,5938647.93,20,287,0,0,1,7,12
1/03/2016,2016,Auckland Council - Papakura,Auckland City,Auckland,3177876.9,13,216,0,1,2,1,9
1/03/2016,2016,Auckland Council - Puketapapa,Auckland City,Auckland,942948.9,3,33,0,1,0,2,0
1/03/2016,2016,Auckland Council - Rodney,Auckland City,Auckland,1379004.93,11,139,0,4,3,1,3
1/03/2016,2016,Auckland Council - Upper Harbour,Auckland City,Auckland,1784631.2,12,151,2,9,1,0,0
1/03/2016,2016,Auckland Council - Waiheke,Auckland City,Auckland,201931.64,3,27,0,0,1,1,1
1/03/2016,2016,Auckland Council - Waitakere Ranges,Auckland City,Auckland,1532396.98,8,102,1,0,1,6,0
1/03/2016,2016,Auckland Council - Waitemata,Auckland City,Auckland,4262987.75,22,299,1,4,6,2,9
1/03/2016,2016,Auckland Council - Whau,Auckland City,Auckland,2343999.24,13,163,1,1,1,5,5
1/03/2016,2016,Buller District,Buller District,West Coast,515330.06,8,76,0,0,2,6,0
1/03/2016,2016,Carterton District,Carterton District,Wellington,267126.37,3,45,0,0,0,3,0
1/03/2016,2016,Central Hawke's Bay District,Central Hawke's Bay District,Hawke's Bay,438580.31,5,54,0,0,0,5,0
1/03/2016,2016,Central Otago District,Central Otago District,Otago,983367.46,11,120,1,1,8,1,0
1/03/2016,2016,Chatham Islands District,Chatham Islands District,Canterbury,39074.37,1,2,0,0,0,1,0
1/03/2016,2016,Christchurch City Including Banks Peninsula Ward,Christchurch City,Canterbury,17903885.64,90,1356,8,16,21,39,6
1/03/2016,2016,Clutha District,Clutha District,Otago,529086.85,11,73,1,0,6,4,0
1/03/2016,2016,Dunedin City,Dunedin City,Otago,3889778.79,33,426,1,2,11,14,5
1/03/2016,2016,Far North District,Far North District,Northland,3258349.43,24,311,0,0,3,6,15
1/03/2016,2016,Gisborne District,Gisborne District,Gisborne,2266406.77,13,195,0,0,0,0,13
1/03/2016,2016,Gore District,Gore District,Southland,691121.08,7,85,1,0,2,2,2
1/03/2016,2016,Grey District,Grey District,West Coast,802780.84,10,98,1,0,2,6,1
1/03/2016,2016,Hamilton City,Hamilton City,Waikato,5517602.47,30,443,0,2,1,12,15
1/03/2016,2016,Hastings District,Hastings District,Hawke's Bay,3853106.62,19,287,1,3,0,3,12
1/03/2016,2016,Hauraki District,Hauraki District,Waikato,1069152.99,9,119,1,0,0,1,7
1/03/2016,2016,Horowhenua District,Horowhenua District,Manawatu-Wanganui,1736361.29,11,164,0,0,0,0,11
1/03/2016,2016,Hurunui District (June 2019 incd. Kaikoura),Hurunui District (June 2019 incd. Kaikoura),Canterbury,406247.36,10,61,2,4,2,2,0
1/03/2016,2016,Invercargill City,Invercargill City,Southland,3489560.94,19,259,1,4,1,6,7
1/03/2016,2016,Kaikoura District,Kaikoura District,Canterbury,286817.46,4,42,0,0,0,4,0
1/03/2016,2016,Kaipara District,Kaipara District,Northland,678549.32,8,62,0,0,0,4,4
1/03/2016,2016,Kapiti Coast District,Kapiti Coast District,Wellington,1862102.52,12,183,0,1,5,2,4
1/03/2016,2016,Kawerau District,Kawerau District,Bay of Plenty,498445.41,4,54,0,0,0,0,4
1/03/2016,2016,Lower Hutt City,Lower Hutt City,Wellington,6091213.81,33,487,5,0,11,10,7
1/03/2016,2016,Mackenzie District,Mackenzie District,Canterbury,257659.42,5,41,0,4,1,0,0
1/03/2016,2016,Manawatu District,Manawatu District,Manawatu-Wanganui,610601.8,6,79,0,0,1,5,0
1/03/2016,2016,Marlborough District,Marlborough District,Marlborough,2267144.68,19,237,0,4,3,11,1
1/03/2016,2016,Masterton District,Masterton District,Wellington,831631.74,5,78,0,0,0,0,5
1/03/2016,2016,Matamata-Piako District,Matamata-Piako District,Waikato,1254036.92,14,166,0,0,3,8,3
1/03/2016,2016,Napier City,Napier City,Hawke's Bay,4074593.77,19,295,0,7,4,5,3
1/03/2016,2016,Nelson City,Nelson City,Nelson,2256217.88,12,189,0,1,0,10,1
1/03/2016,2016,New Plymouth District,New Plymouth District,Taranaki,3662782,24,318,1,0,6,13,4
1/03/2016,2016,Opotiki District,Opotiki District,Bay of Plenty,616904.4,5,69,0,0,0,0,5
1/03/2016,2016,Otorohanga District,Otorohanga District,Waikato,218741.75,2,23,0,0,0,0,2
1/03/2016,2016,Palmerston North City,Palmerston North City,Manawatu-Wanganui,4261054.72,24,335,1,0,1,4,18
1/03/2016,2016,Porirua City,Porirua City,Wellington,2636485.74,12,158,1,0,0,1,10
1/03/2016,2016,Queenstown-Lakes District,Queenstown-Lakes District,Otago,902376.4,9,94,4,3,2,0,0
1/03/2016,2016,Rangitikei District,Rangitikei District,Manawatu-Wanganui,639241.87,7,70,0,0,0,4,3
1/03/2016,2016,Rotorua District,Rotorua District,Bay of Plenty,4825620.04,26,386,0,1,1,4,20
1/03/2016,2016,Ruapehu District,Ruapehu District,Manawatu-Wanganui,563168.39,7,93,0,0,0,3,4
1/03/2016,2016,Selwyn District,Selwyn District,Canterbury,825901.94,10,82,8,2,0,0,0
1/03/2016,2016,South Taranaki District (March 2021 incd. Stratford),South Taranaki District (March 2021 incd. Stratford),Taranaki,1171625.6,10,118,0,0,0,4,6
1/03/2016,2016,South Waikato District,South Waikato District,Waikato,1723077.85,12,178,0,0,0,1,11
1/03/2016,2016,South Wairarapa District,South Wairarapa District,Wellington,383071.94,6,65,0,0,4,0,2
1/03/2016,2016,Southland District,Southland District,Southland,669293.42,19,102,1,8,3,6,1
1/03/2016,2016,Stratford District,Stratford District,Taranaki,342404.06,3,36,0,0,0,3,0
1/03/2016,2016,Tararua District,Tararua District,Manawatu-Wanganui,898497.05,11,119,0,0,1,2,8
1/03/2016,2016,Tasman District,Tasman District,Tasman,1808195.53,14,161,2,1,4,6,1
1/03/2016,2016,Taupo District,Taupo District,Waikato,2108603.4,14,188,0,0,0,1,13
1/03/2016,2016,Tauranga District,Tauranga District,Bay of Plenty,7658813.24,38,541,1,2,9,17,9
1/03/2016,2016,Thames-Coromandel District,Thames-Coromandel District,Waikato,2590629.65,21,259,1,0,3,10,7
1/03/2016,2016,Timaru District,Timaru District,Canterbury,2271840.56,18,213,0,2,6,10,0
1/03/2016,2016,Upper Hutt City,Upper Hutt City,Wellington,2257639.14,11,157,0,1,0,3,7
1/03/2016,2016,Waikato District,Waikato District,Waikato,2000569.94,20,239,1,2,3,4,10
1/03/2016,2016,Waimakariri District,Waimakariri District,Canterbury,1747092.42,13,156,1,1,5,6,0
1/03/2016,2016,Waimate District,Waimate District,Canterbury,264436.45,4,25,0,0,0,0,4
1/03/2016,2016,Waipa District,Waipa District,Waikato,1866212.41,15,225,0,1,2,12,0
1/03/2016,2016,Wairoa District,Wairoa District,Hawke's Bay,648278.01,4,58,0,1,0,1,2
1/03/2016,2016,Waitaki District,Waitaki District,Canterbury,890869.28,12,115,1,2,1,8,0
1/03/2016,2016,Waitomo District,Waitomo District,Waikato,494535.66,5,63,0,0,0,1,4
1/03/2016,2016,Wanganui District,Wanganui District,Manawatu-Wanganui,2364229.42,16,232,0,0,1,0,15
1/03/2016,2016,Wellington City,Wellington City,Wellington,8713356.09,43,678,3,4,12,24,0
1/03/2016,2016,Western Bay Of Plenty District,Western Bay Of Plenty District,Bay of Plenty,1225968.75,15,182,0,1,6,3,5
1/03/2016,2016,Westland District,Westland District,West Coast,387932.12,7,60,0,1,0,6,0
1/03/2016,2016,Whakatane District,Whakatane District,Bay of Plenty,2046820.83,12,173,0,1,0,0,11
1/03/2016,2016,Whangarei District,Whangarei District,Northland,3425451.07,21,291,0,1,2,6,12
1/12/2015,2015,Ashburton District,Ashburton District,Canterbury,1502429.7,12,135,3,2,3,4,0
1/12/2015,2015,Auckland Council - Albert - Eden,Auckland City,Auckland,3694362.09,13,174,3,8,1,0,1
1/12/2015,2015,Auckland Council - Devonport - Takapuna,Auckland City,Auckland,1262475.23,7,117,2,5,0,0,0
1/12/2015,2015,Auckland Council - Franklin,Auckland City,Auckland,2594787.22,15,200,1,3,3,3,5
1/12/2015,2015,Auckland Council - Henderson - Massey,Auckland City,Auckland,5295408.26,16,251,2,0,6,2,6
1/12/2015,2015,Auckland Council - Hibiscus And Bays,Auckland City,Auckland,2837920.39,17,235,0,11,6,0,0
1/12/2015,2015,Auckland Council - Howick,Auckland City,Auckland,6127624.76,22,351,6,7,4,4,1
1/12/2015,2015,Auckland Council - Kaipatiki,Auckland City,Auckland,4549699.45,17,247,3,3,10,1,0
1/12/2015,2015,Auckland Council - Mangere - Otahuhu,Auckland City,Auckland,4679431.55,15,214,0,0,1,3,11
1/12/2015,2015,Auckland Council - Manurewa,Auckland City,Auckland,4617689.35,16,229,0,0,1,6,9
1/12/2015,2015,Auckland Council - Maungakiekie - Tamaki,Auckland City,Auckland,5368135.08,18,272,0,1,2,10,5
1/12/2015,2015,Auckland Council - Orakei,Auckland City,Auckland,1118348.78,6,71,3,2,1,0,0
1/12/2015,2015,Auckland Council - Otara - Papatoetoe,Auckland City,Auckland,6587639.96,19,274,0,0,1,6,12
1/12/2015,2015,Auckland Council - Papakura,Auckland City,Auckland,3644879.47,14,229,0,1,2,2,9
1/12/2015,2015,Auckland Council - Puketapapa,Auckland City,Auckland,1134678.58,3,33,0,1,0,2,0
1/12/2015,2015,Auckland Council - Rodney,Auckland City,Auckland,1504737.8,11,139,0,4,3,1,3
1/12/2015,2015,Auckland Council - Upper Harbour,Auckland City,Auckland,2042026.23,12,160,2,9,1,0,0
1/12/2015,2015,Auckland Council - Waiheke,Auckland City,Auckland,197099.25,3,27,0,0,1,1,1
1/12/2015,2015,Auckland Council - Waitakere Ranges,Auckland City,Auckland,1522576.44,8,102,1,0,1,6,0
1/12/2015,2015,Auckland Council - Waitemata,Auckland City,Auckland,4707552.53,23,308,1,5,6,2,9
1/12/2015,2015,Auckland Council - Whau,Auckland City,Auckland,2870253.76,13,163,1,1,1,5,5
1/12/2015,2015,Buller District,Buller District,West Coast,585469.49,9,79,0,0,2,7,0
1/12/2015,2015,Carterton District,Carterton District,Wellington,245823.78,4,50,0,0,0,4,0
1/12/2015,2015,Central Hawke's Bay District,Central Hawke's Bay District,Hawke's Bay,467330.66,6,58,0,0,0,6,0
1/12/2015,2015,Central Otago District,Central Otago District,Otago,812751.88,12,126,1,1,9,1,0
1/12/2015,2015,Chatham Islands District,Chatham Islands District,Canterbury,42948.14,1,2,0,0,0,1,0
1/12/2015,2015,Christchurch City Including Banks Peninsula Ward,Christchurch City,Canterbury,20008072.1,89,1353,8,16,20,39,6
1/12/2015,2015,Clutha District,Clutha District,Otago,471329.51,11,73,1,0,6,4,0
1/12/2015,2015,Dunedin City,Dunedin City,Otago,4163539.56,34,432,1,2,11,15,5
1/12/2015,2015,Far North District,Far North District,Northland,3326871.86,24,311,0,0,3,6,15
1/12/2015,2015,Gisborne District,Gisborne District,Gisborne,2373754.89,14,209,0,0,0,0,14
1/12/2015,2015,Gore District,Gore District,Southland,697090.47,7,85,1,0,2,2,2
1/12/2015,2015,Grey District,Grey District,West Coast,856918.84,10,98,1,0,2,6,1
1/12/2015,2015,Hamilton City,Hamilton City,Waikato,5919637.52,30,457,0,2,1,12,15
1/12/2015,2015,Hastings District,Hastings District,Hawke's Bay,3963090.03,20,305,1,3,0,4,12
1/12/2015,2015,Hauraki District,Hauraki District,Waikato,1123033.55,9,119,1,0,0,1,7
1/12/2015,2015,Horowhenua District,Horowhenua District,Manawatu-Wanganui,1886614.26,11,164,0,0,0,0,11
1/12/2015,2015,Hurunui District (June 2019 incd. Kaikoura),Hurunui District (June 2019 incd. Kaikoura),Canterbury,375081.09,10,61,2,4,2,2,0
1/12/2015,2015,Invercargill City,Invercargill City,Southland,3703487.28,19,259,1,4,1,6,7
1/12/2015,2015,Kaikoura District,Kaikoura District,Canterbury,292749.1,4,42,0,0,0,4,0
1/12/2015,2015,Kaipara District,Kaipara District,Northland,698140.6,9,67,0,0,0,5,4
1/12/2015,2015,Kapiti Coast District,Kapiti Coast District,Wellington,1954943.77,13,201,0,1,6,2,4
1/12/2015,2015,Kawerau District,Kawerau District,Bay of Plenty,597836.18,4,54,0,0,0,0,4
1/12/2015,2015,Lower Hutt City,Lower Hutt City,Wellington,6333139.23,33,488,5,0,11,10,7
1/12/2015,2015,Mackenzie District,Mackenzie District,Canterbury,241316.43,5,41,0,4,1,0,0
1/12/2015,2015,Manawatu District,Manawatu District,Manawatu-Wanganui,714039.38,6,79,0,0,1,5,0
1/12/2015,2015,Marlborough District,Marlborough District,Marlborough,2214346.55,19,237,0,4,3,11,1
1/12/2015,2015,Masterton District,Masterton District,Wellington,924082.22,5,78,0,0,0,0,5
1/12/2015,2015,Matamata-Piako District,Matamata-Piako District,Waikato,1320498.92,14,166,0,0,3,8,3
1/12/2015,2015,Napier City,Napier City,Hawke's Bay,4342130.14,19,295,0,7,4,5,3
1/12/2015,2015,Nelson City,Nelson City,Nelson,2335994.96,12,189,0,1,0,10,1
1/12/2015,2015,New Plymouth District,New Plymouth District,Taranaki,3913053.6,24,318,1,0,6,13,4
1/12/2015,2015,Opotiki District,Opotiki District,Bay of Plenty,663358.22,5,69,0,0,0,0,5
1/12/2015,2015,Otorohanga District,Otorohanga District,Waikato,196164.42,2,23,0,0,0,0,2
1/12/2015,2015,Palmerston North City,Palmerston North City,Manawatu-Wanganui,4528041.96,26,337,1,0,2,4,19
1/12/2015,2015,Porirua City,Porirua City,Wellington,2920501.16,12,158,1,0,0,1,10
1/12/2015,2015,Queenstown-Lakes District,Queenstown-Lakes District,Otago,837343.92,9,94,4,3,2,0,0
1/12/2015,2015,Rangitikei District,Rangitikei District,Manawatu-Wanganui,701226.89,7,70,0,0,0,4,3
1/12/2015,2015,Rotorua District,Rotorua District,Bay of Plenty,5219773.96,27,395,0,1,1,4,21
1/12/2015,2015,Ruapehu District,Ruapehu District,Manawatu-Wanganui,578085.61,7,93,0,0,0,3,4
1/12/2015,2015,Selwyn District,Selwyn District,Canterbury,937762.21,10,82,8,2,0,0,0
1/12/2015,2015,South Taranaki District (March 2021 incd. Stratford),South Taranaki District (March 2021 incd. Stratford),Taranaki,1307469.6,10,119,0,0,0,4,6
1/12/2015,2015,South Waikato District,South Waikato District,Waikato,1825938.3,12,178,0,0,0,1,11
1/12/2015,2015,South Wairarapa District,South Wairarapa District,Wellington,396091.08,6,65,0,0,4,0,2
1/12/2015,2015,Southland District,Southland District,Southland,628391.53,19,102,1,8,3,6,1
1/12/2015,2015,Stratford District,Stratford District,Taranaki,363855,4,43,0,0,0,4,0
1/12/2015,2015,Tararua District,Tararua District,Manawatu-Wanganui,836779.48,11,118,0,0,1,2,8
1/12/2015,2015,Tasman District,Tasman District,Tasman,1778098.72,14,161,2,1,4,6,1
1/12/2015,2015,Taupo District,Taupo District,Waikato,2083790.99,15,194,0,0,0,1,14
1/12/2015,2015,Tauranga District,Tauranga District,Bay of Plenty,8057463.46,38,540,1,2,9,17,9
1/12/2015,2015,Thames-Coromandel District,Thames-Coromandel District,Waikato,2412410.3,21,259,1,0,3,10,7
1/12/2015,2015,Timaru District,Timaru District,Canterbury,2481665.04,18,213,0,2,6,10,0
1/12/2015,2015,Upper Hutt City,Upper Hutt City,Wellington,2428785.48,10,148,0,1,0,3,6
1/12/2015,2015,Waikato District,Waikato District,Waikato,2264126.47,20,239,1,2,3,4,10
1/12/2015,2015,Waimakariri District,Waimakariri District,Canterbury,1987522.27,13,156,1,1,5,6,0
1/12/2015,2015,Waimate District,Waimate District,Canterbury,273339.82,4,25,0,0,0,0,4
1/12/2015,2015,Waipa District,Waipa District,Waikato,1997742.27,15,225,0,1,2,12,0
1/12/2015,2015,Wairoa District,Wairoa District,Hawke's Bay,637121.55,4,58,0,1,0,1,2
1/12/2015,2015,Waitaki District,Waitaki District,Canterbury,891928.59,12,117,1,2,1,8,0
1/12/2015,2015,Waitomo District,Waitomo District,Waikato,566710.69,5,63,0,0,0,1,4
1/12/2015,2015,Wanganui District,Wanganui District,Manawatu-Wanganui,2434114.68,16,232,0,0,1,0,15
1/12/2015,2015,Wellington City,Wellington City,Wellington,9515407.12,43,676,3,4,12,24,0
1/12/2015,2015,Western Bay Of Plenty District,Western Bay Of Plenty District,Bay of Plenty,1365090.14,15,182,0,1,6,3,5
1/12/2015,2015,Westland District,Westland District,West Coast,426871.41,7,60,0,1,0,6,0
1/12/2015,2015,Whakatane District,Whakatane District,Bay of Plenty,2232031.31,13,181,0,1,0,0,12
1/12/2015,2015,Whangarei District,Whangarei District,Northland,3809230.32,21,291,0,1,2,6,12
1/09/2015,2015,Ashburton District,Ashburton District,Canterbury,1557208.9,12,135,3,2,3,4,0
1/09/2015,2015,Auckland Council - Albert - Eden,Auckland City,Auckland,3596377,13,174,3,8,1,0,1
1/09/2015,2015,Auckland Council - Devonport - Takapuna,Auckland City,Auckland,1290835.39,7,117,2,5,0,0,0
1/09/2015,2015,Auckland Council - Franklin,Auckland City,Auckland,2572013.21,15,200,1,3,3,3,5
1/09/2015,2015,Auckland Council - Henderson - Massey,Auckland City,Auckland,5320668.19,16,251,2,0,6,2,6
1/09/2015,2015,Auckland Council - Hibiscus And Bays,Auckland City,Auckland,2828342.68,17,235,0,11,6,0,0
1/09/2015,2015,Auckland Council - Howick,Auckland City,Auckland,6067218.97,22,351,6,7,4,4,1
1/09/2015,2015,Auckland Council - Kaipatiki,Auckland City,Auckland,4539260.54,18,249,3,4,10,1,0
1/09/2015,2015,Auckland Council - Mangere - Otahuhu,Auckland City,Auckland,4702879.42,15,214,0,0,1,3,11
1/09/2015,2015,Auckland Council - Manurewa,Auckland City,Auckland,4608520.82,15,211,0,0,1,6,8
1/09/2015,2015,Auckland Council - Maungakiekie - Tamaki,Auckland City,Auckland,5156166.32,18,276,0,1,2,10,5
1/09/2015,2015,Auckland Council - Orakei,Auckland City,Auckland,1134364.95,6,71,3,2,1,0,0
1/09/2015,2015,Auckland Council - Otara - Papatoetoe,Auckland City,Auckland,6601608.47,19,274,0,0,1,6,12
1/09/2015,2015,Auckland Council - Papakura,Auckland City,Auckland,3652385.08,14,229,0,1,2,2,9
1/09/2015,2015,Auckland Council - Puketapapa,Auckland City,Auckland,1164843.91,3,33,0,1,0,2,0
1/09/2015,2015,Auckland Council - Rodney,Auckland City,Auckland,1384453.7,11,139,0,4,3,1,3
1/09/2015,2015,Auckland Council - Upper Harbour,Auckland City,Auckland,1954662.22,12,160,2,9,1,0,0
1/09/2015,2015,Auckland Council - Waiheke,Auckland City,Auckland,183420.87,2,18,0,0,1,1,0
1/09/2015,2015,Auckland Council - Waitakere Ranges,Auckland City,Auckland,1524978.62,7,84,1,0,1,5,0
1/09/2015,2015,Auckland Council - Waitemata,Auckland City,Auckland,4838001.95,25,310,1,5,6,4,9
1/09/2015,2015,Auckland Council - Whau,Auckland City,Auckland,2930212.74,13,163,1,1,1,5,5
1/09/2015,2015,Buller District,Buller District,West Coast,542231.61,9,79,0,0,2,7,0
1/09/2015,2015,Carterton District,Carterton District,Wellington,239487.81,3,32,0,0,0,3,0
1/09/2015,2015,Central Hawke's Bay District,Central Hawke's Bay District,Hawke's Bay,452332.06,6,58,0,0,0,6,0
1/09/2015,2015,Central Otago District,Central Otago District,Otago,796763.07,13,128,1,1,9,2,0
1/09/2015,2015,Chatham Islands District,Chatham Islands District,Canterbury,55576.24,1,2,0,0,0,1,0
1/09/2015,2015,Christchurch City Including Banks Peninsula Ward,Christchurch City,Canterbury,20202476.78,90,1348,8,16,20,40,6
1/09/2015,2015,Clutha District,Clutha District,Otago,467269.55,11,73,1,0,6,4,0
1/09/2015,2015,Dunedin City,Dunedin City,Otago,4173642.07,34,434,1,2,11,15,5
1/09/2015,2015,Far North District,Far North District,Northland,3190412.51,25,314,0,0,3,7,15
1/09/2015,2015,Gisborne District,Gisborne District,Gisborne,2373374.84,14,209,0,0,0,0,14
1/09/2015,2015,Gore District,Gore District,Southland,666995.65,7,85,1,0,2,2,2
1/09/2015,2015,Grey District,Grey District,West Coast,858161,11,100,1,0,2,7,1
1/09/2015,2015,Hamilton City,Hamilton City,Waikato,6116839.51,30,457,0,2,1,12,15
1/09/2015,2015,Hastings District,Hastings District,Hawke's Bay,3996209.45,19,300,1,3,0,4,11
1/09/2015,2015,Hauraki District,Hauraki District,Waikato,1042826.24,9,119,1,0,0,1,7
1/09/2015,2015,Horowhenua District,Horowhenua District,Manawatu-Wanganui,1874537.85,12,182,0,0,0,0,12
1/09/2015,2015,Hurunui District (June 2019 incd. Kaikoura),Hurunui District (June 2019 incd. Kaikoura),Canterbury,400030.44,9,57,2,3,2,2,0
1/09/2015,2015,Invercargill City,Invercargill City,Southland,3696253.17,21,283,1,4,1,8,7
1/09/2015,2015,Kaikoura District,Kaikoura District,Canterbury,236447.52,4,42,0,0,0,4,0
1/09/2015,2015,Kaipara District,Kaipara District,Northland,620995.12,10,69,0,0,0,6,4
1/09/2015,2015,Kapiti Coast District,Kapiti Coast District,Wellington,2102831.28,14,219,0,1,6,2,5
1/09/2015,2015,Kawerau District,Kawerau District,Bay of Plenty,566542.88,4,54,0,0,0,0,4
1/09/2015,2015,Lower Hutt City,Lower Hutt City,Wellington,6573139.36,33,488,5,0,11,10,7
1/09/2015,2015,Mackenzie District,Mackenzie District,Canterbury,179964.26,5,41,0,4,1,0,0
1/09/2015,2015,Manawatu District,Manawatu District,Manawatu-Wanganui,670869.86,6,81,0,0,1,5,0
1/09/2015,2015,Marlborough District,Marlborough District,Marlborough,2251406.26,20,245,0,4,4,11,1
1/09/2015,2015,Masterton District,Masterton District,Wellington,841089.9,5,78,0,0,0,0,5
1/09/2015,2015,Matamata-Piako District,Matamata-Piako District,Waikato,1357121.57,14,167,0,0,3,8,3
1/09/2015,2015,Napier City,Napier City,Hawke's Bay,4237653.59,18,292,0,7,4,5,2
1/09/2015,2015,Nelson City,Nelson City,Nelson,2316149.45,13,198,0,1,0,11,1
1/09/2015,2015,New Plymouth District,New Plymouth District,Taranaki,4142600.34,24,319,1,0,6,13,4
1/09/2015,2015,Opotiki District,Opotiki District,Bay of Plenty,669998.46,5,69,0,0,0,0,5
1/09/2015,2015,Otorohanga District,Otorohanga District,Waikato,210212.87,2,23,0,0,0,0,2
